,flags,utterance,category,intent,response
11718,BLQZ,"['want', 'get', 'bil', 'show', 'information']",INVOICES,get_invoice,response for get_invoice
11719,BL,"['want', 'download', 'invoice', 'give', 'information']",INVOICES,get_invoice,response for get_invoice
11720,BIPLQ,"['id', 'like', 'download', 'bill', 'tell', 'please']",INVOICES,get_invoice,response for get_invoice
11721,BML,"['want', 'download', 'invoice', 'give', 'information']",INVOICES,get_invoice,response for get_invoice
11722,BPMLQZ,"['please', 'wanna', 'know', 'obtain', 'somebills']",INVOICES,get_invoice,response for get_invoice
11723,BL,"['want', 'know', 'obtain', 'bill']",INVOICES,get_invoice,response for get_invoice
11724,BIQD,"['u', 'ask', 'agent', 'get', 'invoice']",INVOICES,get_invoice,response for get_invoice
11725,BISL,"['information', 'tell', 'requesting', 'bill']",INVOICES,get_invoice,response for get_invoice
11726,BML,"['tell', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11727,BLZ,"['download', 'bil']",INVOICES,get_invoice,response for get_invoice
11728,B,"['want', 'get', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11729,BSLQ,"['wanna', 'ask', 'information', 'seeing', 'bill']",INVOICES,get_invoice,response for get_invoice
11730,BML,"['help', 'download', 'bill']",INVOICES,get_invoice,response for get_invoice
11731,BIMSLQ,"['information', 'u', 'tell', 'seeing', 'bill']",INVOICES,get_invoice,response for get_invoice
11732,BML,"['want', 'know', 'request', 'bill']",INVOICES,get_invoice,response for get_invoice
11733,BSLQ,"['want', 'know', 'something', 'downloading', 'invoice']",INVOICES,get_invoice,response for get_invoice
11734,BLQ,"['want', 'see', 'invoice', 'show', 'information']",INVOICES,get_invoice,response for get_invoice
11735,BILQ,"['want', 'see', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11736,BILQ,"['see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11737,BIL,"['want', 'see', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11738,BML,"['help', 'see', 'bill']",INVOICES,get_invoice,response for get_invoice
11739,BIPLQDW,"['ask', 'agent', 'could', 'download', 'fucking', 'bill']",INVOICES,get_invoice,response for get_invoice
11740,BIMSL,"['tell', 'downloading', 'bill']",INVOICES,get_invoice,response for get_invoice
11741,BSLQZ,"['want', 'ask', 'information', 'geting', 'bill']",INVOICES,get_invoice,response for get_invoice
11742,BMSL,"['want', 'information', 'seeing', 'bill']",INVOICES,get_invoice,response for get_invoice
11743,BSLQ,"['wanna', 'know', 'something', 'downloading', 'invoice']",INVOICES,get_invoice,response for get_invoice
11744,BIPLQD,"['please', 'could', 'u', 'ask', 'agent', 'see', 'bill']",INVOICES,get_invoice,response for get_invoice
11745,BIML,"['possible', 'get', 'bill']",INVOICES,get_invoice,response for get_invoice
11746,BQZ,"['wanna', 'get', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11747,BLQ,"['wanna', 'know', 'obtain', 'bill']",INVOICES,get_invoice,response for get_invoice
11748,BPLQ,"['please', 'wanna', 'know', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11749,BMLQ,"['wanna', 'see', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11750,BIL,"['see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11751,BILQD,"['ask', 'agent', 'obtain', 'bill']",INVOICES,get_invoice,response for get_invoice
11752,BMLD,"['ask', 'agent', 'download', 'bill']",INVOICES,get_invoice,response for get_invoice
11753,BIPMSLQDW,"['mind', 'asking', 'agent', 'get', 'fucking', 'bill', 'please']",INVOICES,get_invoice,response for get_invoice
11754,BMLQ,"['want', 'know', 'request', 'bill']",INVOICES,get_invoice,response for get_invoice
11755,BMLQ,"['want', 'see', 'invoice', 'give', 'information']",INVOICES,get_invoice,response for get_invoice
11756,BLQ,"['want', 'know', 'request', 'bill']",INVOICES,get_invoice,response for get_invoice
11757,BLQZ,"['want', 'torequest', 'invoice']",INVOICES,get_invoice,response for get_invoice
11758,BML,"['get', 'bill']",INVOICES,get_invoice,response for get_invoice
11759,BIMLD,"['ask', 'agent', 'obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11760,BIL,"['want', 'see', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11761,BIL,"['request', 'invoice']",INVOICES,get_invoice,response for get_invoice
11762,BLQ,"['want', 'request', 'bill']",INVOICES,get_invoice,response for get_invoice
11763,BS,"['need', 'information', 'getting', 'invoice']",INVOICES,get_invoice,response for get_invoice
11764,BMLQ,"['want', 'request', 'invoice']",INVOICES,get_invoice,response for get_invoice
11765,BIPL,"['want', 'see', 'invoice', 'tell', 'please']",INVOICES,get_invoice,response for get_invoice
11766,BMLQ,"['wanna', 'download', 'bill']",INVOICES,get_invoice,response for get_invoice
11767,BIMLW,"['want', 'see', 'fucking', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11768,BIPL,"['want', 'see', 'bill', 'tell', 'please']",INVOICES,get_invoice,response for get_invoice
11769,BMLQD,"['ask', 'agent', 'obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11770,BMLQ,"['want', 'request', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11771,BISLZ,"['information', 'seeing', 'bill']",INVOICES,get_invoice,response for get_invoice
11772,BIPMLEQ,"['would', 'like', 'download', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11773,BMLQZ,"['want', 'knwo', 'requet', 'invoice']",INVOICES,get_invoice,response for get_invoice
11774,B,"['get', 'invoice']",INVOICES,get_invoice,response for get_invoice
11775,BSLQZ,"['want', 'request', 'information', 'egtting', 'invoice']",INVOICES,get_invoice,response for get_invoice
11776,BLQ,"['want', 'download', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11777,BIQD,"['u', 'ask', 'agent', 'get', 'invoice']",INVOICES,get_invoice,response for get_invoice
11778,BMSLQ,"['wanna', 'know', 'something', 'obtaining', 'bill']",INVOICES,get_invoice,response for get_invoice
11779,BIPLQ,"[""i'd"", 'like', 'request', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11780,BIMLQ,"['obtain', 'bill']",INVOICES,get_invoice,response for get_invoice
11781,BILQ,"['want', 'request', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11782,BSLZ,"['need', 'help', 'requesting', 'bil']",INVOICES,get_invoice,response for get_invoice
11783,BPSLQ,"['please', 'id', 'like', 'get', 'information', 'seeing', 'invoice']",INVOICES,get_invoice,response for get_invoice
11784,BL,"['want', 'know', 'get', 'bill']",INVOICES,get_invoice,response for get_invoice
11785,B,"['tell', 'get', 'invoice']",INVOICES,get_invoice,response for get_invoice
11786,BILQD,"['u', 'ask', 'agent', 'download', 'bill']",INVOICES,get_invoice,response for get_invoice
11787,BL,"['want', 'know', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11788,BSL,"['want', 'request', 'information', 'requesting', 'bill']",INVOICES,get_invoice,response for get_invoice
11789,BL,"['want', 'know', 'obtain', 'bill']",INVOICES,get_invoice,response for get_invoice
11790,BIL,"['request', 'bill']",INVOICES,get_invoice,response for get_invoice
11791,BMLQZ,"['want', 'toknow', 'request', 'invoice']",INVOICES,get_invoice,response for get_invoice
11792,BL,"['see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11793,BIMLZ,"['obtyain', 'bill']",INVOICES,get_invoice,response for get_invoice
11794,BIMLQ,"['want', 'see', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11795,BIPMQD,"['u', 'ask', 'agent', 'get', 'invoice', 'please']",INVOICES,get_invoice,response for get_invoice
11796,BMLQ,"['tell', 'see', 'bill']",INVOICES,get_invoice,response for get_invoice
11797,BIPLQ,"[""i'd"", 'like', 'obtain', 'bill', 'tell', 'please']",INVOICES,get_invoice,response for get_invoice
11798,BIMLQD,"['u', 'ask', 'agent', 'download', 'bill']",INVOICES,get_invoice,response for get_invoice
11799,BIPLQDZ,"['please', 'could', 'u', 'ask', 'agent', 'could', 'see', 'bill']",INVOICES,get_invoice,response for get_invoice
11800,BSL,"['need', 'help', 'seeing', 'bill']",INVOICES,get_invoice,response for get_invoice
11801,BISLD,"['ask', 'agent', 'information', 'downloading', 'bill']",INVOICES,get_invoice,response for get_invoice
11802,BPMLQD,"['please', 'ask', 'agent', 'could', 'obtain', 'bill']",INVOICES,get_invoice,response for get_invoice
11803,BMSL,"['tell', 'downloading', 'bill']",INVOICES,get_invoice,response for get_invoice
11804,BIPMLEQ,"['would', 'like', 'download', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11805,BLZ,"['wabt', 'request', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11806,BILQDZ,"['u', 'ask', 'agent', 'get', 'bil']",INVOICES,get_invoice,response for get_invoice
11807,BIL,"['tell', 'request', 'bill']",INVOICES,get_invoice,response for get_invoice
11808,BIMSL,"['information', 'seeing', 'bill']",INVOICES,get_invoice,response for get_invoice
11809,BIMLQ,"['wanna', 'download', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11810,BMSL,"['information', 'requesting', 'invoice']",INVOICES,get_invoice,response for get_invoice
11811,BLQZ,"['want', 'know', 'see', 'bilo']",INVOICES,get_invoice,response for get_invoice
11812,BML,"['tell', 'see', 'bill']",INVOICES,get_invoice,response for get_invoice
11813,BL,"['help', 'download', 'invoice']",INVOICES,get_invoice,response for get_invoice
11814,BLQ,"['wanna', 'see', 'bill', 'give', 'information']",INVOICES,get_invoice,response for get_invoice
11815,BMLQZ,"['want', 'obtain', 'bill']",INVOICES,get_invoice,response for get_invoice
11816,BMLQ,"['want', 'know', 'request', 'invoice']",INVOICES,get_invoice,response for get_invoice
11817,BLQZ,"['tedlo', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11818,BL,"['download', 'bill']",INVOICES,get_invoice,response for get_invoice
11819,BIML,"['tell', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11820,BISQZ,"['information', 'u', 'tell', 'getting', 'invoice']",INVOICES,get_invoice,response for get_invoice
11821,BLQZ,"['wanna', 'download', 'bill', 'show', 'information']",INVOICES,get_invoice,response for get_invoice
11822,BL,"['tell', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11823,BL,"['want', 'know', 'request', 'bill']",INVOICES,get_invoice,response for get_invoice
11824,BIPSLQD,"['could', 'u', 'ask', 'agent', 'information', 'downloading', 'invoice', 'please']",INVOICES,get_invoice,response for get_invoice
11825,BMLZ,"['tell', 'download', 'someinvoices']",INVOICES,get_invoice,response for get_invoice
11826,BMLQD,"['ask', 'agent', 'obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11827,BIMSL,"['information', 'tell', 'obtaining', 'invoice']",INVOICES,get_invoice,response for get_invoice
11828,BLQ,"['want', 'know', 'obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11829,BL,"['want', 'see', 'invoice', 'give', 'information']",INVOICES,get_invoice,response for get_invoice
11830,BLQ,"['wanna', 'know', 'download', 'bill']",INVOICES,get_invoice,response for get_invoice
11831,BL,"['tell', 'get', 'bill']",INVOICES,get_invoice,response for get_invoice
11832,BMLZ,"['want', 'know', 'dowmmload', 'invoice']",INVOICES,get_invoice,response for get_invoice
11833,BIL,"['obtain', 'bill']",INVOICES,get_invoice,response for get_invoice
11834,BL,"['tell', 'download', 'invoice']",INVOICES,get_invoice,response for get_invoice
11835,BSL,"['want', 'ask', 'information', 'downloading', 'bill']",INVOICES,get_invoice,response for get_invoice
11836,BISL,"['tell', 'getting', 'bill']",INVOICES,get_invoice,response for get_invoice
11837,BIPQD,"['could', 'u', 'ask', 'agent', 'get', 'invoice']",INVOICES,get_invoice,response for get_invoice
11838,BIPLQD,"['ask', 'agent', 'obtain', 'bill', 'please']",INVOICES,get_invoice,response for get_invoice
11839,BMLQD,"['ask', 'agent', 'see', 'bill']",INVOICES,get_invoice,response for get_invoice
11840,BLQZ,"['want', 'request', 'invoice', 'telol']",INVOICES,get_invoice,response for get_invoice
11841,BPQ,"[""i'd"", 'like', 'get', 'invoice', 'give', 'information']",INVOICES,get_invoice,response for get_invoice
11842,BIL,"['tell', 'see', 'bill']",INVOICES,get_invoice,response for get_invoice
11843,BML,"['want', 'know', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11844,BIMLQ,"['request', 'invoice']",INVOICES,get_invoice,response for get_invoice
11845,BIPMLDWZ,"['could', 'ask', 'agent', 'obtain', 'fucking', 'inovices']",INVOICES,get_invoice,response for get_invoice
11846,BMSLQ,"['wanna', 'get', 'information', 'getting', 'bill']",INVOICES,get_invoice,response for get_invoice
11847,BISL,"['tell', 'requesting', 'bill']",INVOICES,get_invoice,response for get_invoice
11848,BILQ,"['wanna', 'obtain', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11849,BSLQZ,"['want', 'knowsomething', 'seeing', 'invoice']",INVOICES,get_invoice,response for get_invoice
11850,BIPMLQD,"['ask', 'agent', 'could', 'request', 'bill']",INVOICES,get_invoice,response for get_invoice
11851,BIPLQD,"['please', 'could', 'u', 'ask', 'agent', 'obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11852,BIL,"['tell', 'obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11853,BMLQ,"['want', 'know', 'obtain', 'bill']",INVOICES,get_invoice,response for get_invoice
11854,BIPLQW,"['wanna', 'see', 'fucking', 'invoice', 'could', 'tell']",INVOICES,get_invoice,response for get_invoice
11855,BIML,"['download', 'invoice']",INVOICES,get_invoice,response for get_invoice
11856,BMSQ,"['want', 'know', 'something', 'getting', 'invoice']",INVOICES,get_invoice,response for get_invoice
11857,BILQD,"['u', 'ask', 'agent', 'request', 'invoice']",INVOICES,get_invoice,response for get_invoice
11858,BMSLZ,"['tell', 'obtaining', 'xome', 'bill']",INVOICES,get_invoice,response for get_invoice
11859,BL,"['obtain', 'bill']",INVOICES,get_invoice,response for get_invoice
11860,BLQ,"['want', 'know', 'download', 'invoice']",INVOICES,get_invoice,response for get_invoice
11861,BIML,"['tell', 'obtain', 'bill']",INVOICES,get_invoice,response for get_invoice
11862,BMLZ,"['tell', 'cdan', 'see', 'bill']",INVOICES,get_invoice,response for get_invoice
11863,BIML,"['want', 'download', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11864,BIL,"['possible', 'request', 'invoice']",INVOICES,get_invoice,response for get_invoice
11865,BI,"['want', 'get', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11866,BL,"['help', 'obtain', 'bill']",INVOICES,get_invoice,response for get_invoice
11867,BL,"['get', 'bill']",INVOICES,get_invoice,response for get_invoice
11868,BLQZ,"['wanna', 'see', 'bill']",INVOICES,get_invoice,response for get_invoice
11869,BILQ,"['want', 'download', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11870,BSLQ,"['want', 'ask', 'information', 'obtaining', 'bill']",INVOICES,get_invoice,response for get_invoice
11871,BILQ,"['u', 'obtain', 'bill']",INVOICES,get_invoice,response for get_invoice
11872,BL,"['want', 'know', 'request', 'invoice']",INVOICES,get_invoice,response for get_invoice
11873,BSL,"['tell', 'obtaining', 'bill']",INVOICES,get_invoice,response for get_invoice
11874,BIMSL,"['information', 'tell', 'downloading', 'bill']",INVOICES,get_invoice,response for get_invoice
11875,BMLQ,"['wanna', 'know', 'see', 'bill']",INVOICES,get_invoice,response for get_invoice
11876,BML,"['want', 'know', 'get', 'bill']",INVOICES,get_invoice,response for get_invoice
11877,BLD,"['ask', 'agent', 'download', 'bill']",INVOICES,get_invoice,response for get_invoice
11878,BISLD,"['ask', 'agent', 'information', 'getting', 'bill']",INVOICES,get_invoice,response for get_invoice
11879,BIL,"['tell', 'obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11880,BML,"['want', 'download', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11881,BMSLQ,"['wanna', 'request', 'information', 'seeing', 'bill']",INVOICES,get_invoice,response for get_invoice
11882,BIML,"['possible', 'obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11883,BIML,"['send', 'bill']",INVOICES,get_invoice,response for get_invoice
11884,BIMSL,"['information', 'tell', 'seeing', 'invoice']",INVOICES,get_invoice,response for get_invoice
11885,BMLDZ,"['ask', 'agent', 'request', 'inovices']",INVOICES,get_invoice,response for get_invoice
